price_per_commodity,product,location,email,max_capacity,contact,delivery_time( num of days),Business_id
$4951.80,Toys,California,bfilkin95@discuz.net,2248,916-435-6324,26,330
$1857.65,Garden,Florida,spaddock96@ustream.tv,4028,561-482-5301,21,331
$2985.28,Electronics,Ohio,fboughey97@51.la,3454,513-720-7405,26,332
$4454.92,Toys,California,fkadd98@nyu.edu,2694,951-137-4085,9,333
$2436.20,Sports,Alabama,traigatt99@thetimes.co.uk,1247,205-438-5778,12,334
$1138.89,Computers,California,jquarlis9a@devhub.com,1962,310-243-2024,11,335
$2125.45,Computers,Alabama,aniemetz9b@hc360.com,3234,251-606-1903,13,336
$2901.91,Shoes,California,sshasnan9c@yandex.ru,4739,949-483-8607,4,337
$3122.92,Garden,Ohio,hseyers9d@jiathis.com,983,216-798-2487,29,338
$2885.12,Jewelry,California,deskrigg9e@nature.com,248,415-274-4459,18,339
$4429.88,Computers,New Jersey,eridsdole9f@jugem.jp,4546,201-728-7810,26,340
$715.55,Industrial,North Carolina,ffeldman9g@addtoany.com,2561,704-891-0524,21,341
$292.13,Health,Connecticut,egethin9h@accuweather.com,3014,203-426-2918,18,342
$1199.60,Automotive,California,tvaud9i@salon.com,3092,805-783-4822,5,343
$4377.10,Automotive,Ohio,smachel9j@lycos.com,3535,937-489-9997,11,344
$4740.72,Industrial,California,tellis9k@delicious.com,3941,559-274-4678,1,345
$3075.15,Books,Florida,aknoller9l@patch.com,2989,904-943-1454,3,346
$3571.11,Baby,Alabama,kortmann9m@tuttocitta.it,1245,334-252-5378,22,347
$4016.75,Games,Ohio,dcottle9n@tripadvisor.com,950,614-442-3368,16,348
$86.01,Garden,California,omulligan9o@comsenz.com,4100,559-355-2433,9,349
$1058.22,Movies,Florida,ssigfrid9p@toplist.cz,4709,813-205-3542,18,350
$3595.65,Kids,Alabama,uharryman9q@sakura.ne.jp,3147,205-676-2990,18,351
$3079.97,Books,California,iburgwyn9r@instagram.com,1645,707-716-7989,14,352
$4848.22,Kids,California,jbarrus9s@blogtalkradio.com,823,619-794-2954,27,353
$1808.72,Grocery,California,cjanaszkiewicz9t@spiegel.de,3450,213-720-0203,22,354
$614.08,Tools,Ohio,jcaspell9u@wired.com,4931,614-663-1193,29,355
$2551.89,Music,California,smartinson9v@indiegogo.com,3993,909-638-0920,17,356
$3262.40,Automotive,Wisconsin,lredit9w@google.ru,1349,414-242-7473,28,357
$2908.11,Home,California,kskillern9x@archive.org,41,559-459-8774,24,358
$3788.93,Beauty,California,htreadway9y@mapy.cz,221,951-855-2798,21,359
$1465.73,Clothing,California,hmcquarrie9z@newyorker.com,733,714-462-5253,20,360
$298.66,Kids,Wisconsin,hgeallea0@japanpost.jp,316,414-480-1007,22,361
$1764.33,Clothing,California,bpadlya1@fda.gov,1274,209-914-6229,20,362
$691.18,Books,California,vrobardleya2@alibaba.com,3841,415-643-8442,29,363
$3221.41,Outdoors,Wisconsin,mdampiera3@ca.gov,3019,608-793-1915,29,364
$793.69,Garden,Alabama,ddaubenya4@abc.net.au,3835,205-791-5633,8,365
$173.31,Industrial,Florida,slukesa5@alexa.com,15,850-383-0775,11,366
$2783.48,Garden,Pennsylvania,gbridgea6@wikipedia.org,2111,215-205-7984,17,367
$2068.21,Industrial,Ohio,rkelsona7@exblog.jp,3746,513-636-7636,23,368
$1897.64,Books,California,cvallintinea8@army.mil,2102,626-638-9282,27,369
$3765.20,Tools,Pennsylvania,lallreda9@tripod.com,4474,215-902-7709,21,370
$1135.51,Health,California,cbrealeyaa@arizona.edu,882,510-567-8376,9,371
$3628.06,Clothing,Ohio,sdrynanab@soup.io,391,513-351-8647,30,372
$1263.01,Computers,California,lambrosioac@tripadvisor.com,171,858-314-1940,21,373
$4462.96,Beauty,North Carolina,ldunsad@addtoany.com,1729,704-988-6898,4,374
$3610.08,Baby,Florida,ssalvatiae@independent.co.uk,2278,305-343-0903,9,375
$4656.75,Automotive,Florida,tgainoraf@cyberchimps.com,1228,727-817-5484,14,376
$1161.55,Baby,California,emanhoodag@csmonitor.com,4544,310-951-5393,13,377
$328.24,Books,New Jersey,sbushellah@reverbnation.com,12,973-503-3640,9,378
$2554.15,Electronics,Pennsylvania,bedmedai@vimeo.com,476,484-765-2317,22,379
$2864.48,Jewelry,California,jgorgesaj@usgs.gov,1160,818-105-8244,2,380
$4588.46,Outdoors,Pennsylvania,ihousenak@blogtalkradio.com,1472,215-432-3885,23,381
$3870.15,Kids,California,schamberlenal@ca.gov,3117,916-254-9949,27,382
$4636.93,Automotive,California,pgilbodyam@berkeley.edu,3305,805-752-1883,18,383
$3626.66,Jewelry,California,jwilflingan@wikipedia.org,3707,323-511-8679,3,384
$1943.79,Movies,Ohio,ejexao@answers.com,4383,216-320-0787,19,385
$325.65,Home,Florida,adanilevichap@nba.com,1953,239-465-2641,21,386
$3920.60,Grocery,North Carolina,saugustaq@go.com,4509,704-762-2794,11,387
$2507.17,Movies,North Carolina,zonginar@fotki.com,2894,704-422-7699,6,388
$611.91,Tools,Ohio,jtatheras@disqus.com,3463,216-998-1814,26,389
$2068.66,Electronics,North Carolina,mstoacleyat@ameblo.jp,3795,910-582-7988,30,390
$2279.18,Games,Pennsylvania,oomandau@admin.ch,2818,215-843-4234,30,391
$920.01,Jewelry,Ohio,crubroeav@google.pl,2203,330-553-1773,23,392
$3477.79,Tools,Ohio,dcunioaw@acquirethisname.com,4528,513-266-1348,16,393
$4245.98,Jewelry,Alabama,ochifneyax@google.de,4002,205-779-7459,25,394
$1076.49,Books,Ohio,jfountianay@geocities.jp,43,614-443-6414,25,395
$4566.63,Grocery,California,ckaasaz@sakura.ne.jp,3936,213-179-0553,14,396
$3120.71,Grocery,Pennsylvania,jfusedaleb0@parallels.com,1002,570-213-3488,28,397
$1743.92,Shoes,Florida,eephgraveb1@list-manage.com,3038,863-350-0558,21,398
$4908.43,Grocery,California,cattleb2@omniture.com,1902,909-976-3132,9,399
$1312.00,Home,Ohio,kameryb3@usgs.gov,778,216-849-1328,6,400
$1335.40,Home,California,ibassomb4@reverbnation.com,3858,626-985-5559,9,401
$3972.61,Grocery,Florida,mbradnumb5@odnoklassniki.ru,3249,561-210-7498,6,402
$1951.40,Automotive,California,dkelloughb6@intel.com,4527,562-805-5030,16,403
$3977.06,Movies,Florida,cfolib7@cdbaby.com,554,850-618-3908,4,404
$4549.67,Toys,Florida,sblackmoorb8@soup.io,2696,850-149-3571,2,405
$293.42,Industrial,Ohio,afaasb9@blogtalkradio.com,391,216-117-1629,19,406
$1105.55,Grocery,California,lluckhamba@macromedia.com,2946,916-428-7148,14,407
$1841.48,Clothing,California,aliellbb@wired.com,4472,510-984-2916,25,408
$4032.38,Industrial,North Carolina,mholtawaybc@ow.ly,4206,910-624-9645,26,409
$4235.31,Games,Florida,ygouchbd@godaddy.com,3585,352-461-7901,30,410
$4534.39,Clothing,California,jtowsbe@networksolutions.com,3930,415-494-2189,25,411
$4537.12,Toys,Alabama,bdosdalebf@people.com.cn,854,205-904-6908,9,412
$4385.08,Kids,Kansas,rskeatesbg@list-manage.com,1234,785-113-1266,13,413
$4119.86,Tools,Florida,mglantzbh@desdev.cn,4385,727-749-1318,3,414
$4717.78,Beauty,Florida,ppitneybi@tinyurl.com,4026,407-633-7018,28,415
$4246.31,Movies,Ohio,ssultanabj@nasa.gov,1034,419-747-6822,13,416
$2541.16,Beauty,Ohio,hkitcatbk@aboutads.info,2256,513-931-4710,28,417
$999.91,Toys,California,ewitheringtonbl@wikia.com,815,415-445-7361,23,418
$1200.88,Computers,California,medkinsbm@google.es,3828,760-290-8052,3,419
$3455.84,Home,Florida,mmitrikhinbn@google.com.au,4798,407-712-6112,7,420
$93.08,Movies,Florida,hmerillbo@jimdo.com,1848,754-475-5707,6,421
$3895.68,Health,Florida,hsimukovbp@umich.edu,1477,813-371-6266,14,422
$62.04,Beauty,Florida,dlovelbq@odnoklassniki.ru,1496,407-311-8370,21,423
$50.37,Jewelry,California,tgoffbr@unicef.org,3953,323-327-8377,22,424
$3623.24,Games,Florida,lgattybs@amazon.de,3409,813-462-5975,17,425
$338.60,Kids,Florida,vwynebt@123-reg.co.uk,1335,850-584-1635,17,426
$3194.58,Industrial,Florida,eaugerbu@list-manage.com,2585,850-673-4925,4,427
$3925.67,Grocery,Florida,bglaysherbv@auda.org.au,1869,850-149-4266,24,428
$4357.17,Baby,Wisconsin,tnassaubw@parallels.com,2834,414-799-5589,6,429
$2856.37,Clothing,Wisconsin,gbutsonbx@cpanel.net,3580,608-299-2226,20,430
$2073.41,Outdoors,Ohio,cgoodbanby@amazon.de,2137,330-319-4283,9,431
$4538.44,Garden,Florida,rcultchethbz@google.com,956,407-499-0298,10,432
$155.17,Shoes,California,espadellic0@census.gov,4491,310-296-2215,12,433
$2167.67,Books,California,lcoggellc1@amazonaws.com,3376,619-266-8515,23,434
$635.64,Music,California,dknappenc2@china.com.cn,3995,619-735-7963,27,435
$2202.12,Music,Florida,ldurdlec3@cbsnews.com,2070,239-702-9758,24,436
$1032.36,Tools,Ohio,bflucksc4@washingtonpost.com,4153,513-236-6888,1,437
$2147.15,Games,Florida,bwhitwoodc5@psu.edu,3105,321-852-0317,6,438
$3864.03,Sports,North Carolina,clydsterc6@globo.com,12,828-789-6329,30,439
$1375.51,Garden,Kansas,falishonerc7@phpbb.com,800,785-169-0999,9,440
$2568.48,Sports,California,jchalonerc8@hao123.com,2920,310-288-1366,19,441
$2750.34,Outdoors,North Carolina,ajollyec9@networksolutions.com,1811,336-207-5496,10,442
$2986.83,Outdoors,Ohio,vsideyca@mozilla.org,2023,513-384-2972,1,443
$500.52,Health,California,rbonfieldcb@angelfire.com,3119,408-679-2964,16,444
$4942.44,Games,Florida,wbaudtscc@marriott.com,1756,561-510-8853,7,445
$2375.37,Toys,Pennsylvania,kcannercd@php.net,1706,717-603-1932,13,446
$4011.73,Tools,Florida,mpendleberryce@alexa.com,4435,954-837-4683,7,447
$2556.22,Baby,Alabama,kdowlescf@seattletimes.com,3162,205-902-1005,1,448
$4245.36,Music,North Carolina,bsummersettcg@booking.com,2414,434-927-0233,25,449
$4874.30,Kids,Florida,ywestermanch@stumbleupon.com,4951,786-602-8551,17,450
$1821.41,Music,California,fbisterci@unicef.org,2522,415-280-0169,14,451
$2386.80,Grocery,Florida,sbenningtoncj@themeforest.net,3489,941-357-5056,28,452
$2597.46,Jewelry,North Carolina,svinterck@parallels.com,2608,336-310-4255,2,453
$2996.09,Kids,California,lradkecl@phpbb.com,3316,530-359-6810,29,454
$2692.19,Shoes,North Carolina,pjanningcm@addthis.com,4687,828-456-1049,24,455
$1088.23,Games,Ohio,praffcn@google.com.br,1076,513-420-9435,7,456
$227.31,Games,Pennsylvania,bboullerco@dion.ne.jp,2378,570-388-9599,26,457
$669.51,Beauty,Ohio,alovemorecp@admin.ch,526,513-832-7261,25,458
$3726.70,Industrial,Connecticut,wkarpinskicq@4shared.com,1761,203-962-9758,19,459
$3185.49,Automotive,California,drivalantcr@xing.com,4074,408-742-1551,11,460
$4042.92,Industrial,California,cdunbletoncs@webmd.com,449,213-315-8951,2,461
$1492.38,Games,California,dvalekct@mozilla.org,3375,951-849-0338,14,462
$4236.40,Books,Ohio,astopforthcu@eventbrite.com,2325,513-703-0157,8,463
$3443.79,Sports,Connecticut,kfieldencv@technorati.com,4405,203-256-3327,3,464
$1872.72,Grocery,California,rcharkercw@europa.eu,1375,818-430-6813,25,465
$3659.04,Grocery,California,gthornecx@merriam-webster.com,233,310-198-3325,26,466
$1653.89,Grocery,California,cashwincy@squidoo.com,3875,310-412-8512,19,467
$3068.00,Tools,Florida,dgaytorcz@bloomberg.com,4778,407-432-5326,22,468
$2074.20,Books,Alabama,phendrond0@foxnews.com,4583,251-164-5981,24,469
$2028.34,Beauty,Wisconsin,ywillgossd1@harvard.edu,2943,920-863-2251,1,470
$2594.37,Clothing,North Carolina,ajolyd2@nydailynews.com,2586,336-175-6287,27,471
$3512.36,Games,Kansas,wdantonid3@photobucket.com,1952,913-782-0228,4,472
$2278.08,Beauty,Florida,dbraksperd4@1688.com,2523,850-800-1967,13,473
$2934.42,Electronics,Ohio,nbiskupekd5@intel.com,3226,513-396-7735,30,474
$2099.01,Tools,Pennsylvania,mguislerd6@google.com.br,204,610-932-9905,15,475
$1235.21,Books,Florida,mwalthewd7@bloglovin.com,3922,904-573-2064,19,476
$3966.77,Music,Florida,gilyind8@exblog.jp,422,904-100-8956,8,477
$3075.20,Outdoors,Connecticut,lsharplind9@newyorker.com,2234,860-420-5539,13,478
$4559.03,Books,North Carolina,sdewdenyda@berkeley.edu,2773,336-925-8991,19,479
$4710.70,Music,Florida,jswinnertondb@bandcamp.com,4443,561-314-6285,7,480
$4259.56,Books,Pennsylvania,bpingstonedc@pbs.org,3400,215-310-0720,30,481
$1347.84,Movies,Ohio,mmcdunlevydd@live.com,987,937-305-4563,9,482
$1490.85,Music,Florida,mlorentzende@jiathis.com,1504,239-655-9097,11,483
$4667.74,Books,California,ebrazeldf@kickstarter.com,4212,916-481-4452,9,484
$1629.97,Industrial,California,jtunesidg@is.gd,4267,559-122-6232,3,485
$478.69,Clothing,Wisconsin,djaindh@java.com,2931,414-941-2468,28,486
$4298.01,Music,Florida,csertindi@dyndns.org,2205,813-351-0807,23,487
$2116.88,Industrial,Kansas,jomardj@dell.com,1601,316-143-6999,7,488
$536.96,Industrial,Ohio,eleveretdk@ovh.net,726,614-364-2794,20,489
$2545.86,Automotive,California,aismaydl@dell.com,485,559-161-2584,18,490
$1651.59,Shoes,California,rfincidm@nydailynews.com,1014,707-805-8508,15,491
$4574.57,Baby,California,rdobrowlskidn@bigcartel.com,646,510-659-0039,28,492
$2947.70,Sports,Connecticut,idorceydo@typepad.com,123,860-287-6896,29,493
$3001.80,Electronics,North Carolina,xstormonthdp@list-manage.com,1408,704-543-8324,5,494
$89.58,Clothing,Ohio,irulfdq@mozilla.com,3762,513-605-6190,4,495
$236.87,Outdoors,California,wpelzerdr@apache.org,883,661-350-7929,26,496
$2514.69,Health,California,mshoulderds@google.com.au,2501,619-508-0731,18,497
$2887.23,Outdoors,Florida,cmacgettigendt@ehow.com,2516,904-971-6130,27,498
$3288.98,Shoes,California,jpoordu@timesonline.co.uk,1541,702-268-2248,22,499
$4192.95,Outdoors,Florida,radshaddv@yahoo.co.jp,195,954-586-9374,13,500
$74.94,Jewelry,Alabama,wlattkadw@devhub.com,2852,251-257-3303,24,501
$3883.41,Clothing,California,nqueendx@un.org,2870,408-906-7257,20,502
$922.21,Automotive,Ohio,ptunnockdy@paginegialle.it,3866,937-918-5373,27,503
$1703.75,Garden,California,lsaulterdz@1688.com,1646,209-220-5453,8,504
$3916.13,Clothing,Florida,knende0@oakley.com,548,561-605-4895,8,505
$1890.71,Computers,Alabama,ewillshiree1@typepad.com,2296,334-367-6447,3,506
$201.61,Baby,Ohio,lswayslande2@smugmug.com,1597,513-373-4972,9,507
$3702.38,Shoes,California,eyvense3@bbc.co.uk,1490,714-395-2993,18,508
$1938.33,Kids,Florida,wtelforde4@google.es,2862,561-357-0498,19,509
$3110.02,Grocery,California,fkarolczyke5@weebly.com,1644,213-481-2133,10,510
$2274.99,Shoes,Kansas,rcarnsone6@yahoo.com,4215,913-677-9186,1,511
$769.38,Sports,Pennsylvania,jwinkelle7@wp.com,2056,215-106-4648,23,512
$4264.43,Industrial,Florida,elebarre8@bandcamp.com,4977,561-885-5613,16,513
$4904.63,Clothing,Florida,splayfaire9@kickstarter.com,851,352-939-7985,30,514
$2517.29,Electronics,Florida,bsampsonea@dropbox.com,2882,754-562-4150,5,515
$4633.44,Tools,Kansas,sbusswelleb@wisc.edu,3640,316-565-2791,22,516
$2085.34,Toys,Florida,egothardec@examiner.com,502,904-391-0092,13,517
$4361.36,Beauty,New Jersey,dwinsletted@cbc.ca,3381,609-533-9890,25,518
$2235.95,Industrial,California,ivanniee@digg.com,422,323-400-5483,7,519
$3758.31,Shoes,California,cbellayef@weibo.com,129,213-367-7326,5,520
$837.23,Home,Florida,dosgerbyeg@netlog.com,4982,850-401-1159,28,521
$1236.84,Movies,Florida,kkowaleh@google.ru,13,813-529-8177,13,522
$4865.34,Books,California,rwiltshearei@miitbeian.gov.cn,4818,805-815-0510,19,523
$1128.90,Jewelry,Florida,icoudrayej@privacy.gov.au,407,727-237-1183,14,524
$445.03,Baby,Pennsylvania,fwittonek@opensource.org,2898,610-773-2118,4,525
$724.08,Shoes,California,croosel@meetup.com,3777,408-180-7170,9,526
$4176.81,Books,California,dklemenzem@va.gov,1226,818-827-9364,21,527
$4362.89,Movies,Florida,ttitmussen@youtube.com,3746,305-812-2140,20,528
$4142.00,Shoes,Ohio,bcoughlineo@craigslist.org,1265,614-902-2003,28,529
$3018.55,Sports,Florida,nspikeingsep@europa.eu,619,561-849-8954,21,530
$1489.81,Books,Connecticut,ekifteq@blogspot.com,519,203-346-7249,27,531
$262.50,Garden,Pennsylvania,cachrameever@cpanel.net,431,412-302-8244,18,532
$1638.13,Beauty,Florida,mtwallines@networksolutions.com,3940,352-491-2823,29,533
$2846.55,Home,California,ailleset@list-manage.com,3730,213-505-3104,6,534
$1429.11,Kids,Florida,sblatchfordeu@instagram.com,2758,850-286-9744,9,535
$1420.13,Jewelry,California,wkyberdev@dailymotion.com,3326,916-699-1521,8,536
$17.64,Industrial,Ohio,sgilhouleyew@auda.org.au,711,614-644-8567,25,537
$2640.86,Books,Florida,ahansonex@so-net.ne.jp,1742,941-106-6675,12,538
$1722.49,Music,Florida,baughtieey@networksolutions.com,227,305-791-5812,6,539
$577.96,Sports,North Carolina,teneferez@bizjournals.com,4311,919-924-7451,10,540
$389.31,Music,California,jmostenf0@amazon.com,301,760-715-4782,10,541
$3022.94,Beauty,Florida,bguisef1@seattletimes.com,1824,954-970-4972,10,542
$964.46,Outdoors,California,ccabralesf2@pbs.org,1736,559-336-8948,29,543
$426.26,Health,California,bhellicarf3@uiuc.edu,2241,209-606-9653,10,544
$3754.75,Home,Pennsylvania,rstaceyf4@deviantart.com,4237,412-635-3517,18,545
$2080.14,Music,Ohio,nplaitf5@list-manage.com,860,216-627-4956,19,546
$4251.83,Games,Connecticut,amonardf6@homestead.com,2540,203-222-0597,23,547
$805.20,Grocery,California,jwreyf7@oracle.com,2809,626-134-8589,4,548
$71.72,Movies,Connecticut,mwhitcombef8@networkadvertising.org,1389,203-963-6892,9,549
$1030.05,Industrial,California,kklimusf9@typepad.com,667,408-766-9817,28,550
$1077.87,Movies,California,cterryfa@hubpages.com,1566,510-296-7865,24,551
$4822.21,Outdoors,Kansas,cchattingtonfb@geocities.jp,1388,316-534-5280,30,552
$3951.50,Home,Wisconsin,cpettfc@npr.org,3927,414-138-3685,10,553
$1789.84,Beauty,California,cpearsefd@cnet.com,94,626-980-0746,5,554
$2730.14,Home,Pennsylvania,kyallopfe@engadget.com,546,412-795-3897,14,555
$332.49,Games,Pennsylvania,kstanistreetff@alibaba.com,2835,717-980-1085,9,556
$2573.36,Tools,Ohio,cgreenfieldfg@tiny.cc,3086,330-719-6635,19,557
$3837.87,Beauty,Florida,vquanfh@scientificamerican.com,3126,754-380-1868,20,558
$4485.10,Electronics,Pennsylvania,tantrackfi@ning.com,837,412-131-0835,6,559
$445.53,Books,California,apagenfj@over-blog.com,4420,707-932-2128,11,560
$1349.35,Games,Kansas,jaltonfk@imageshack.us,1981,785-505-1784,19,561
$2986.04,Jewelry,Wisconsin,cmelonbyfl@intel.com,3339,262-282-5892,9,562
$4577.05,Sports,California,nroycraftfm@hao123.com,4426,415-600-8679,24,563
$1029.25,Music,Pennsylvania,sacockfn@comsenz.com,216,412-711-1609,25,564
$3290.86,Baby,California,kbremmellfo@abc.net.au,2533,619-248-1392,10,565
$4961.53,Sports,Ohio,hmcenhillfp@sourceforge.net,1706,419-870-0611,7,566
$2641.08,Jewelry,Florida,lablottfq@noaa.gov,3049,561-467-7335,19,567
$4431.86,Music,California,kcouthfr@feedburner.com,4982,213-213-4709,19,568
$1510.43,Computers,Florida,lburgisfs@soundcloud.com,2244,727-441-0121,2,569
$4271.42,Shoes,California,pendsft@vimeo.com,4785,415-772-8137,14,570
$44.43,Industrial,California,hvamplusfu@wikipedia.org,2282,619-578-9545,12,571
$3119.13,Grocery,California,nskillittfv@about.me,3954,707-514-2478,28,572
$4531.87,Computers,California,vkeenerfw@seesaa.net,272,714-345-4388,28,573
$1516.33,Games,California,htembeyfx@goo.gl,3332,323-133-2526,20,574
$2537.32,Toys,Ohio,emullalyfy@1und1.de,1383,614-282-9457,1,575
$151.32,Shoes,California,bcockburnfz@newsvine.com,1008,323-136-1607,25,576
$1566.61,Baby,Wisconsin,lavisg0@twitpic.com,4374,608-550-1665,29,577
$3852.46,Kids,California,hduftyg1@bizjournals.com,1260,707-344-6767,25,578
$958.33,Music,California,rsimmellg2@java.com,49,209-927-7640,6,579
$3348.76,Electronics,Florida,dcripsg3@barnesandnoble.com,860,407-128-6173,16,580
$4063.59,Industrial,Kansas,ebosselg4@gmpg.org,1298,913-946-4765,1,581
$2.18,Sports,California,zpaydong5@wikipedia.org,2455,310-264-2230,19,582
$2926.54,Clothing,Florida,ejayumeg6@mit.edu,4885,772-649-5417,10,583
$4339.55,Clothing,Alabama,bswitlandg7@diigo.com,3183,205-595-1173,5,584
$3102.80,Games,Florida,shartshorneg8@ezinearticles.com,3429,352-764-2399,3,585
$4213.06,Baby,California,lgoldsmithg9@sciencedaily.com,398,415-849-2409,9,586
$4342.66,Toys,Alabama,zcoppenga@constantcontact.com,4197,205-866-7661,20,587
$3997.77,Automotive,California,tmulryangb@pcworld.com,32,650-887-6448,20,588
$4070.97,Clothing,Ohio,ctruelockgc@elegantthemes.com,2731,937-595-4929,22,589
$4175.85,Health,Ohio,lshoulergd@google.ru,2337,937-476-0428,2,590
$2655.53,Automotive,North Carolina,cbrunonege@amazon.co.jp,1794,828-129-0704,3,591
$87.88,Industrial,Ohio,mblezardgf@eventbrite.com,567,513-352-3232,9,592
$592.99,Shoes,California,gsuttiegg@networkadvertising.org,1776,408-853-3863,29,593
$3588.80,Computers,Florida,arankcomgh@whitehouse.gov,3701,305-804-5311,2,594
$464.20,Books,Florida,ycollistergi@seesaa.net,1112,850-547-5710,20,595
$2807.63,Tools,Florida,shakonssongj@google.fr,4188,407-714-0610,16,596
$957.66,Industrial,Pennsylvania,elenthallgk@skype.com,4904,717-773-1020,6,597
$4938.69,Tools,California,semblingl@list-manage.com,947,650-712-4576,15,598
$16.04,Grocery,Ohio,sdoddemeadegm@bandcamp.com,2545,513-298-7364,18,599
$81.63,Baby,California,gtrenowethgn@xinhuanet.com,13,661-390-1137,6,600
$3391.74,Clothing,Florida,kbastonego@hexun.com,2582,813-717-4512,25,601
$3714.49,Computers,Ohio,tmogeygp@php.net,537,234-678-5505,18,602
$4827.36,Clothing,Florida,lfassetgq@npr.org,1780,239-712-6523,8,603
$185.83,Games,New Jersey,dharefootgr@nasa.gov,3826,973-247-9996,15,604
$4775.08,Garden,Ohio,sscogginsgs@msu.edu,1946,216-473-0777,26,605
$4471.60,Outdoors,Florida,acastagnogt@imageshack.us,1277,727-406-7891,16,606
$736.27,Books,Florida,rraysdalegu@yellowpages.com,4292,305-778-8704,11,607
$3878.78,Baby,California,dverheijdengv@wordpress.org,3718,916-409-7454,23,608
$8.66,Automotive,Florida,jblabeygw@thetimes.co.uk,4409,407-839-2266,22,609
$1125.76,Industrial,California,cvagggx@sina.com.cn,576,661-264-1145,6,610
$1824.47,Baby,California,jshwenngy@simplemachines.org,1453,805-844-0053,10,611
$93.63,Sports,Connecticut,ccanerogz@xinhuanet.com,3681,860-772-8822,26,612
$3139.01,Grocery,Ohio,nbullerh0@adobe.com,2769,419-502-2113,2,613
$3729.04,Games,Pennsylvania,gkernoghanh1@foxnews.com,1600,412-289-9016,30,614
$3131.28,Movies,California,bvanderhoevenh2@constantcontact.com,626,415-981-8170,10,615
$881.70,Automotive,California,dblakesleyh3@who.int,772,415-537-2887,28,616
$4794.81,Baby,New Jersey,bsamsonsenh4@topsy.com,1886,862-656-1213,18,617
$3614.43,Sports,New Jersey,hrobkerh5@npr.org,339,609-349-5042,28,618
$3627.26,Automotive,California,mcarcassh6@ow.ly,1879,916-713-7532,6,619
$4655.83,Health,California,ebensleyh7@networksolutions.com,1847,209-223-5837,13,620
$1343.49,Baby,Pennsylvania,tdaubenyh8@github.io,3830,717-864-6948,30,621
$3955.09,Tools,California,zbrysonh9@sitemeter.com,4194,805-760-2124,23,622
$2179.86,Clothing,Pennsylvania,mdiniscoha@sina.com.cn,3726,814-727-6523,8,623
$1786.38,Sports,Florida,mkopeckahb@dedecms.com,77,352-584-5177,5,624
$2400.57,Toys,Florida,ffargehc@yellowpages.com,3692,954-491-3860,28,625
$4033.41,Grocery,Ohio,mmcguinesshd@google.it,219,330-143-6245,7,626
$850.72,Baby,California,baspinellhe@gnu.org,2663,714-828-5382,6,627
$4082.27,Music,Florida,eosherinhf@netlog.com,4150,941-320-6457,6,628
$1982.61,Home,North Carolina,osowthcotehg@ca.gov,1826,919-357-0280,5,629
$1238.29,Jewelry,California,trowstonhh@sphinn.com,3538,562-316-9627,1,630
$4898.73,Electronics,California,tshawdforthhi@yahoo.co.jp,1622,909-674-0354,28,631
$1700.95,Baby,California,lrowhj@chronoengine.com,4305,818-333-4752,20,632
$1932.52,Tools,California,abrameldhk@prlog.org,1407,559-679-2561,20,633
$3812.82,Industrial,Alabama,amcelreahl@deliciousdays.com,3889,205-453-3288,5,634
$3250.00,Kids,California,jdanielouhm@example.com,3053,510-137-1172,16,635
$271.37,Outdoors,Florida,beleshenarhn@hibu.com,2189,904-391-9968,30,636
$158.12,Toys,Alabama,pmatyho@hp.com,2181,334-718-2433,12,637
$601.68,Automotive,Pennsylvania,itregensoehp@mapy.cz,57,570-172-7751,23,638
$2949.92,Baby,Pennsylvania,tcorkillhq@whitehouse.gov,2439,412-875-6565,26,639
$3266.25,Outdoors,Connecticut,dmeganyhr@aboutads.info,3870,203-373-6714,27,640
$3076.64,Computers,Florida,caltreehs@apache.org,1506,305-916-3746,23,641
$2454.99,Kids,California,mdowdinght@independent.co.uk,855,619-197-6809,29,642
$1581.33,Jewelry,Ohio,qmacyhu@trellian.com,1134,513-208-0851,2,643
$1373.24,Jewelry,California,jvancastelehv@bloglines.com,2055,909-255-5716,30,644
$361.23,Industrial,Ohio,esadlerhw@skyrock.com,4063,614-389-5990,9,645
$2725.35,Home,Alabama,emcmenamiehx@youtube.com,2446,205-361-0446,28,646
$828.79,Grocery,California,rmartinonhy@discuz.net,2261,559-967-2096,14,647
$4942.58,Games,Ohio,kbancrofthz@t.co,3687,234-878-2462,29,648
$325.69,Electronics,California,cstubbleyi0@weebly.com,3870,818-501-2217,12,649
$3483.94,Outdoors,Florida,hwankeli1@vinaora.com,3791,813-996-4999,26,650
$1005.73,Computers,North Carolina,dtackesi2@illinois.edu,175,704-126-7381,18,651
$3470.37,Grocery,Alabama,cbisacrei3@usda.gov,229,251-998-5329,13,652
$3732.91,Home,California,mmatskivi4@creativecommons.org,338,510-764-0068,10,653
$2418.04,Industrial,North Carolina,cjoselsoni5@weibo.com,3531,704-336-1536,30,654
$4876.86,Grocery,California,moscolleei6@topsy.com,1923,949-953-4155,10,655
$46.93,Games,California,zgiorioi7@jiathis.com,4119,213-473-1786,1,656
$2230.79,Electronics,Connecticut,salessandruccii8@nydailynews.com,523,860-526-2628,1,657
$3152.68,Shoes,Kansas,hgirali9@amazon.co.uk,4009,913-357-4366,11,658
$1459.31,Automotive,Ohio,laggioia@walmart.com,2890,614-276-6822,7,659
$3148.62,Baby,Alabama,wkrierib@senate.gov,2619,205-830-6108,10,660
